;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
87;26015010;EL TABLAZO - AUT;POPAYÁN;CAUCA;CAUCA;2.474833056;-76.58129361;2006-11-25 12:00:00;2022-05-26 23:00:00;180.0;60.0;(110284, 3);1183.3;588.8;821.772537267407;7.527956656416436;821.8
88;52055230;AEROPUERTO SAN LUIS - AUT;ALDANA;NARIÑO;PATÍA;0.857;-77.678;2018-07-19 12:00:00;2022-05-26 23:00:00;120.0;60.0;(24292, 3);755.6;500.3;715.5020624073808;13.862926181839205;716.3
89;21197430;PROVIDENCIA - PROVIDENCIA;FUSAGASUGÁ;CUNDINAMARCA;ALTO MAGDALENA;4.367;-74.3;2006-07-31 19:00:00;2018-07-09 04:00:00;60.0;60.0;(59783, 3);1021.2;600.1;1011.7259220848778;6.6259821514890875;1011.8
90;26055120;UNIVERSIDAD DEL VALLE  - AUT;CALI;VALLE DEL CAUCA;CAUCA;3.378;-76.53388889;2005-01-06 13:57:00;2022-05-26 01:00:00;588.0;0.0;(101973, 3);1183.3;643.1;906.3642630892484;32.36886952901916;903.2
91;26145090;SANTA EMILIA - AUT;BELÉN DE UMBRÍA;RISARALDA;CAUCA;5.207472222;-75.90294444;2005-10-26 01:00:00;2022-05-26 23:00:00;60.0;60.0;(113375, 3);1183.3;600.0;824.0325001102734;8.357416056859623;823.8
92;27015280;PARAMO BELMIRA - AUT;ENTRERRIOS;ANTIOQUIA;NECHÍ;6.632027778;-75.64444444;2005-05-16 13:00:00;2020-09-11 01:00:00;60.0;60.0;(112844, 3);1132.1;403.0;687.6733437311746;97.4576642619659;649.6
93;21205509;EL DESTINO  - AUT;BOGOTA, D.C;BOGOTA;ALTO MAGDALENA;4.397;-74.628;2018-10-29 15:00:00;2022-02-22 18:00:00;10.0;10.0;(152346, 3);805.298;700.475;705.3913881165116;1.3822264180294594;705.453
94;21205012;UNIVERSIDAD NACIONAL  - AUT;BOGOTA, D.C;BOGOTA;ALTO MAGDALENA;4.638083333;-74.08908333;2010-07-14 01:00:00;2022-05-26 23:00:00;60.0;60.0;(72465, 3);762.8;593.8;745.7467522252077;31.273372711062795;752.6
95;21205511;EL OKAL  - AUT;VILLAGÓMEZ;CUNDINAMARCA;ALTO MAGDALENA;5.001;-73.733;2018-10-29 15:00:00;2022-02-22 17:10:00;10.0;10.0;(157777, 3);875.134;722.492;727.9079796928602;1.5672980218484538;727.875
96;47035030;PNN LA PAYA;PUERTO LEGUÍZAMO;PUTUMAYO;CAQUETÁ;-0.174;-74.898;2007-08-21 09:00:00;2013-01-29 02:00:00;60.0;60.0;(11450, 3);1109.9;578.3;890.0954323144135;102.12884373362814;879.95
97;29004520;ESCUELA NAVAL BARRANQUILLA  - AUT;BARRANQUILLA;ATLANTICO;BAJO MAGDALENA;11.00638889;-74.785;2006-10-10 09:00:00;2022-02-22 18:00:00;60.0;60.0;(105376, 3);1023.7;502.7;1006.1137014120916;40.62202784076237;1010.2
98;24035410;SOGAMOSO - AUT;SOGAMOSO;BOYACÁ;SOGAMOSO;5.753333333;-72.91115278;2008-05-08 11:00:00;2022-05-26 23:00:00;60.0;60.0;(107470, 3);1199.5;409.8;759.0784163022315;13.095211143542684;758.9
99;24015340;EL HATO - CAR;CARMEN DE CARUPA;CUNDINAMARCA;SOGAMOSO;5.283;-73.9;2015-11-01 17:00:00;2021-03-26 10:00:00;60.0;60.0;(36083, 3);744.0;712.0;717.3966687913976;1.5687858821903788;717.0
100;46015030;SAN VICENTE DEL CAGUAN  - AUT;SAN VICENTE DEL CAGUÁN;CAQUETA;CAGUÁN;2.063;-74.76269444;2009-03-10 03:22:00;2021-05-30 17:00:00;818.0;60.0;(72562, 3);1157.9;434.2;972.1928915961571;53.52864400561341;980.0
101;16035030;SARDINATA  - AUT;SARDINATA;NORTE DE SANTANDER;CATATUMBO;8.076666667;-72.80305556;2017-08-19 12:00:00;2022-05-26 17:00:00;60.0;60.0;(23313, 3);981.3;966.9;974.2917771200605;2.0509099065672336;974.4
102;55015020;PR CHOCO: BAJO BAUDO;QUIBDÓ;CHOCÓ;BAUDÓ - DIRECTOS PACIFICO;4.958;-77.362;2018-05-04 12:00:00;2020-01-20 04:00:00;60.0;60.0;(15716, 3);1016.7;1003.7;1010.6664863833037;1.838332235927916;1010.7
103;24035380;NEVADO DEL COCUY - AUT;GUICÁN;BOYACÁ;SOGAMOSO;6.509111111;-72.31416667;2006-12-03 18:00:00;2022-05-26 23:00:00;60.0;60.0;(114980, 3);1028.2;414.6;578.2582927465124;37.40815935763802;574.9
104;35035130;PARAMO CHINGAZA  - AUT;GUASCA;CUNDINAMARCA;META;4.713666667;-73.80325;2010-08-05 08:00:00;2022-05-25 03:00:00;60.0;60.0;(73895, 3);650.7;585.3;645.3349482373667;1.2353929604200258;645.3
